A,C,P,B,L,R,LA
1,5,87,17.6074,579.2,0.74,81
1,5,90,19.8991,586.6,0.74,82
1,6,84,13.1573,486.8,0.78,83
1,6,87,17.6822,425.6,0.82,84
1,6,90,18.3476,252,0.92,85
1,7,87,15.7557,579.2,0.74,86
1,8,78,9.35638,331.6,0.86,87
3,1,60,15.147,507.6,0.82,0
3,1,66,16.8328,409,0.86,1
3,1,78,18.7072,335,0.9,2
3,1,81,18.5023,1963,0.02,3
3,1,87,18.8577,234.8,0.96,4
3,1,90,21.6302,210.4,1,5
3,2,60,12.931,111.6,1,6
3,2,66,16.7547,158.2,0.98,7
3,2,78,18.6812,110,1,8
3,2,84,25.0196,148,0.98,9
3,2,87,19.188,120,1,10
3,2,90,28.7755,236,0.98,11
3,3,60,19.0521,1584.2,0.22,12
3,3,81,20.5915,100,1,13
3,3,84,19.8835,160,1,14
3,3,87,23.9358,161.2,1,15
3,3,90,26.8685,200,1,16
3,4,81,18.8577,158.4,0.98,17
3,4,84,23.6723,1485,0.28,18
3,4,87,32.8213,201.2,1,19
3,4,90,35.4335,256,0.98,20
3,5,87,35.4628,181.4,1,21
3,5,90,42.7651,220,1,22
3,6,84,27.7595,140.2,1,23
3,6,87,33.154,180,1,24
3,6,90,42.2328,1190.4,0.46,25
3,7,84,30.0456,208,0.98,26
3,7,87,33.6534,190.4,1,27
3,7,90,40.5552,260.4,1,28
3,8,78,23.56,130.4,1,29
3,8,81,22.6282,206.6,0.98,30
3,8,84,30.7915,1670.6,0.18,31
3,8,90,43.8295,1728,0.16,32
2,1,60,14.1384,151,0.98,33
2,1,66,16.0096,305.4,0.9,34
2,1,78,18.0272,118.8,1,35
2,1,81,17.9686,110,1,36
2,1,87,18.2753,137.2,1,37
2,1,90,20.7932,166.4,1,38
2,2,60,12.3453,1082,0.48,39
2,2,66,16.0681,771.6,0.64,40
2,2,78,18.0272,266,0.9,41
2,2,84,24.2679,310.4,0.88,42
2,2,87,18.521,283.4,0.9,43
2,2,90,27.7326,480.2,0.82,44
2,3,60,18.0012,150.2,0.96,45
2,3,84,19.0106,148.2,0.98,46
2,3,87,23.0337,111.2,1,47
2,3,90,25.8224,141.8,1,48
2,4,81,18.1386,157.4,0.96,49
2,4,84,23.076,115.8,1,50
2,4,87,31.7459,177.2,0.98,51
2,4,90,34.2402,193.4,0.98,52
2,5,87,34.2076,270.4,0.92,53
2,5,90,41.3432,187,0.98,54
2,6,84,26.9257,138,0.98,55
2,6,87,31.9118,170.2,0.98,56
2,6,90,40.4522,198.4,0.98,57
2,7,84,29.15,121,1,58
2,7,87,32.2486,177.2,0.98,59
2,7,90,38.9112,230.4,0.98,60
2,8,75,18.3705,93.6,1,61
2,8,78,22.6741,90.8,1,62
2,8,81,21.0755,1029.2,0.52,63
2,8,84,30.0577,210,0.96,64
2,8,90,41.6804,255.6,0.98,65
1,1,60,7.10045,362,0.84,66
1,1,66,10.9079,635,0.7,67
1,1,78,10.9567,635,0.7,68
1,1,81,8.69188,1922,0.04,69
1,1,90,11.2796,836,0.6,70
1,2,66,8.88382,1649,0.18,71
1,2,84,10.9274,596,0.72,72
1,2,90,13.5486,687.6,0.68,73
1,3,60,10.9079,596,0.72,74
1,3,84,11.2829,797.2,0.62,75
1,3,87,9.37265,98.8,0.98,76
1,3,90,13.5551,301.6,0.88,77
1,4,84,9.3759,137.6,0.96,78
1,4,87,13.477,494.6,0.78,79
1,4,90,15.4792,1040,0.5,80
1,5,87,17.5261,771.2,0.64,81
1,5,90,19.9446,319.2,0.88,82
1,6,84,13.1736,409.2,0.82,83
1,6,87,17.6757,425.6,0.82,84
1,6,90,18.3606,252,0.92,85
1,7,87,15.759,387.2,0.84,86
1,8,78,9.31409,448,0.8,87
3,1,60,15.1405,398.4,0.88,0
3,1,66,16.8328,409,0.86,1
3,1,78,18.7072,335,0.9,2
3,1,81,18.6584,150,1,3
3,1,87,18.8577,234.8,0.96,4
3,1,90,21.6335,210.6,1,5
3,2,60,12.8984,110,1,6
3,2,66,16.771,120,1,7
3,2,78,18.6942,148,0.98,8
3,2,84,25.423,186.2,0.96,9
3,2,87,19.1913,120.2,1,10
3,2,90,28.8048,201,1,11
3,3,60,19.0521,1584.2,0.22,12
3,3,81,20.6142,102.2,1,13
3,3,84,19.8867,160.2,1,14
3,3,87,24.3619,1153.8,0.46,15
3,3,90,27.093,272.4,0.96,16
3,4,81,18.861,121.4,1,17
3,4,84,23.6723,1485,0.28,18
3,4,87,32.8376,237.6,0.98,19
3,4,90,35.0301,1288,0.4,20
3,5,87,35.4595,181.2,1,21
3,5,90,42.7586,220,1,22
3,6,84,27.7432,140,1,23
3,6,87,33.1507,180.2,1,24
3,6,90,42.2328,1190.4,0.46,25
3,7,84,30.0618,170.8,1,26
3,7,87,33.5753,190,1,27
3,7,90,40.565,260.2,1,28
3,8,78,23.7226,1850.4,0.08,29
3,8,81,22.7161,174.6,1,30
3,8,84,30.7915,1670.6,0.18,31
3,8,90,43.8295,1728,0.16,32
2,1,60,14.1644,155,0.98,33
2,1,66,16.0128,263.6,0.92,34
2,1,78,17.9784,118,1,35
2,1,81,18.05,122,1,36
2,1,87,18.2492,512,0.8,37
2,1,90,20.8062,168,1,38
2,2,60,12.303,435.4,0.82,39
2,2,66,16.0681,771.6,0.64,40
2,2,78,18.0207,925.6,0.56,41
2,2,84,24.2614,425.6,0.82,42
2,2,87,18.5242,282.8,0.9,43
2,2,90,27.7164,627.2,0.74,44
2,3,60,18.1118,340.8,0.86,45
2,3,84,19.0106,150.2,0.98,46
2,3,87,23.0304,110.6,1,47
2,3,90,25.8029,216.2,0.96,48
2,4,81,18.1386,119,0.98,49
2,4,84,23.0499,227,0.94,50
2,4,87,31.7524,177.8,0.98,51
2,4,90,34.2272,229.4,0.96,52
2,5,87,34.1621,726.4,0.68,53
2,5,90,41.3464,150.8,1,54
2,6,84,26.9029,176,0.96,55
2,6,87,31.7069,992,0.54,56
2,6,90,40.4847,161,1,57
2,7,84,29.1207,157.6,0.98,58
2,7,87,32.0924,923,0.58,59
2,7,90,38.908,338.4,0.92,60
2,8,75,18.3119,90.4,1,61
2,8,78,22.6741,206.2,0.94,62
2,8,81,21.0755,1029.2,0.52,63
2,8,84,30.0577,247.6,0.94,64
2,8,90,41.7097,264.6,0.98,65
1,1,60,7.11672,50,1,66
1,1,66,10.9307,167,0.94,67
1,1,78,10.8917,830,0.6,68
1,1,81,8.69188,1922,0.04,69
1,1,90,11.2959,176.4,0.94,70
1,2,66,8.82526,947,0.54,71
1,2,84,10.9144,518,0.76,72
1,2,90,13.5128,263,0.9,73
1,3,60,10.9177,596,0.72,74
1,3,84,11.2959,98.8,0.98,75
1,3,87,9.36289,292.8,0.88,76
1,3,90,13.4965,571.8,0.74,77
1,4,84,9.36614,176.4,0.94,78
1,4,87,13.4868,417.4,0.82,79
1,4,90,15.7687,272,0.9,80
1,5,87,17.3146,1846.4,0.08,81
1,5,90,19.9609,357.4,0.86,82
1,6,84,13.1573,680.8,0.68,83
1,6,87,17.6302,540.8,0.76,84
1,6,90,18.3215,366,0.86,85
1,7,87,15.7459,579.2,0.74,86
1,8,78,9.35313,254,0.9,87
3,1,60,15.0104,944.4,0.58,0
3,1,66,16.8328,409,0.86,1
3,1,78,18.7072,335,0.9,2
3,1,81,18.5023,1963,0.02,3
3,1,87,18.8577,234.8,0.96,4
3,1,90,21.6953,214.8,1,5
3,2,60,12.9017,110,1,6
3,2,66,16.7872,120,1,7
3,2,78,18.678,111.2,1,8
3,2,84,25.4588,188.4,0.96,9
3,2,87,19.1913,120,1,10
3,2,90,28.7885,200,1,11
3,3,60,19.0521,1584.2,0.22,12
3,3,81,20.6077,101.8,1,13
3,3,84,19.9453,164.6,1,14
3,3,87,23.9228,160.4,1,15
3,3,90,27.1548,308,0.94,16
3,4,81,18.8642,121.8,1,17
3,4,84,23.6723,1485,0.28,18
3,4,87,32.8148,201,1,19
3,4,90,35.4335,256,0.98,20
3,5,87,35.4693,181.2,1,21
3,5,90,42.7651,220,1,22
3,6,84,27.8018,140.2,1,23
3,6,87,33.167,180.2,1,24
3,6,90,42.2328,1190.4,0.46,25
3,7,84,30.0586,208.2,0.98,26
3,7,87,33.5363,190,1,27
3,7,90,40.5617,260.2,1,28
3,8,78,23.56,130.4,1,29
3,8,81,22.638,207.2,0.98,30
3,8,84,30.7915,1670.6,0.18,31
3,8,90,43.8295,1728,0.16,32
2,1,60,14.1254,111.2,1,33
2,1,66,16.0844,225,0.94,34
2,1,78,17.9524,114.4,1,35
2,1,81,17.9784,113.2,1,36
2,1,87,18.2753,137.2,1,37
2,1,90,20.7801,160.8,1,38
2,2,60,12.3453,1082,0.48,39
2,2,66,16.0681,771.6,0.64,40
2,2,78,18.0402,267.4,0.9,41
2,2,84,24.2419,1884.8,0.06,42
2,2,87,18.5242,399.8,0.84,43
2,2,90,27.7196,590.6,0.76,44
2,3,60,18.141,494.6,0.78,45
2,3,84,18.9976,185.6,0.96,46
2,3,87,23.0304,149,0.98,47
2,3,90,25.8061,216.2,0.96,48
2,4,81,18.2753,242.8,0.92,49
2,4,84,23.0662,114.8,1,50
2,4,87,31.7524,215,0.96,51
2,4,90,34.2337,228,0.96,52
2,5,87,34.2629,463.6,0.82,53
2,5,90,40.9821,964,0.56,54
2,6,84,26.8867,214.6,0.94,55
2,6,87,31.9118,170.2,0.98,56
2,6,90,40.4359,270.4,0.94,57
2,7,84,29.1597,120.6,1,58
2,7,87,31.868,1702.4,0.16,59
2,7,90,38.8884,299.4,0.94,60
2,8,75,18.3444,168.4,0.96,61
2,8,78,22.6741,167.6,0.96,62
2,8,81,21.0755,1029.2,0.52,63
2,8,84,30.0707,247.4,0.94,64
2,8,90,41.7325,224.6,1,65
1,1,60,7.11021,89,0.98,66
1,1,66,10.9339,245,0.9,67
1,1,78,10.9535,89,0.98,68
1,1,81,8.69188,1922,0.04,69
1,1,90,11.2959,292.8,0.88,70
1,2,66,8.88382,1649,0.18,71
1,2,84,10.9177,284,0.88,72
1,2,90,13.5388,340.2,0.86,73
1,3,60,10.9242,557,0.74,74
1,3,84,11.2569,331.6,0.86,75
1,3,87,9.36614,215.2,0.92,76
1,3,90,13.5388,456,0.8,77
1,4,84,9.3759,137.6,0.96,78
1,4,87,13.4737,610.4,0.72,79
1,4,90,15.4792,1040,0.5,80
1,5,87,17.6074,579.2,0.74,81
1,5,90,19.8633,472,0.8,82
1,6,84,13.1834,448,0.8,83
1,6,87,17.6106,656,0.7,84
1,6,90,18.3508,252,0.92,85
1,7,87,15.7524,387.2,0.84,86
1,8,78,9.35963,448,0.8,87
3,1,60,15.147,507.6,0.82,0
3,1,66,16.8328,409,0.86,1
3,1,78,18.7072,335,0.9,2
3,1,81,18.6584,150,1,3
3,1,87,18.8577,234.8,0.96,4
3,1,90,21.6302,210.4,1,5
3,2,60,12.983,110.2,1,6
3,2,66,16.7612,120,1,7
3,2,78,18.7137,113.4,1,8
3,2,84,25.2831,715.2,0.68,9
3,2,87,19.2628,120,1,10
3,2,90,29.1041,236.2,0.98,11
3,3,60,19.0521,1584.2,0.22,12
3,3,81,20.6012,101.2,1,13
3,3,84,19.9193,236,0.96,14
3,3,87,24.3619,1153.8,0.46,15
3,3,90,26.9238,1172,0.46,16
3,4,81,18.874,122,1,17
3,4,84,23.6723,1485,0.28,18
3,4,87,32.8603,238.2,0.98,19
3,4,90,35.0301,1288,0.4,20
3,5,87,35.4726,181.2,1,21
3,5,90,42.8204,540.4,0.82,22
3,6,84,27.7953,141,1,23
3,6,87,33.4695,1381.2,0.34,24
3,6,90,42.0538,240,1,25
3,7,84,30.0879,171,1,26
3,7,87,33.5558,190.6,1,27
3,7,90,40.5585,329.8,0.96,28
3,8,78,23.5958,130.4,1,29
3,8,81,22.6445,170.2,1,30
3,8,84,30.7915,1670.6,0.18,31
3,8,90,43.8295,1728,0.16,32
2,1,60,14.1221,110.8,1,33
2,1,66,16.0031,412.4,0.84,34
2,1,78,17.7767,1130.6,0.46,35
2,1,81,17.9654,111.6,1,36
2,1,87,18.2492,512,0.8,37
2,1,90,20.8615,344,0.9,38
2,2,60,12.3453,1082,0.48,39
2,2,66,16.0681,771.6,0.64,40
2,2,78,18.0044,111.4,0.98,41
2,2,84,24.2614,425.6,0.82,42
2,2,87,18.5828,555,0.76,43
2,2,90,27.7457,443,0.84,44
2,3,60,18.128,456,0.8,45
2,3,84,19.1115,147.8,0.98,46
2,3,87,23.0174,147.8,0.98,47
2,3,90,25.7964,252.8,0.94,48
2,4,81,18.2232,892.2,0.58,49
2,4,84,22.9491,828.8,0.62,50
2,4,87,31.7036,289.4,0.92,51
2,4,90,34.1914,303,0.92,52
2,5,87,34.1979,583.2,0.76,53
2,5,90,41.3529,224.8,0.96,54
2,6,84,26.9094,138,0.98,55
2,6,87,31.7069,992,0.54,56
2,6,90,40.4814,196.8,0.98,57
2,7,84,29.1434,158.2,0.98,58
2,7,87,31.8777,1702.4,0.16,59
2,7,90,38.8852,262.4,0.96,60
2,8,75,18.3314,130,0.98,61
2,8,78,22.7132,245.6,0.92,62
2,8,81,21.0755,1029.2,0.52,63
2,8,84,30.061,135,1,64
2,8,90,41.7032,224.8,1,65
1,1,60,6.79465,1337,0.34,66
1,1,66,10.8721,440,0.8,67
1,1,78,10.9502,89,0.98,68
1,1,81,8.6626,1922,0.04,69
1,1,90,11.2959,98.8,0.98,70
1,2,66,8.82526,947,0.54,71
1,2,84,10.9307,245,0.9,72
1,2,90,13.5486,108.6,0.98,73
1,3,60,10.8949,713,0.66,74
1,3,84,11.2894,254,0.9,75
1,3,87,9.3759,719.6,0.66,76
1,3,90,13.3046,1421,0.3,77
1,4,84,9.36614,176.4,0.94,78
1,4,87,13.5258,417.4,0.82,79
1,4,90,15.7687,272,0.9,80
1,5,87,17.5261,771.2,0.64,81
1,5,90,19.9642,242.8,0.92,82
1,6,84,13.1769,370.4,0.84,83
1,6,87,17.6562,348.8,0.86,84
1,6,90,18.3703,214,0.94,85
1,7,87,15.759,540.8,0.76,86
1,8,78,9.34987,409.2,0.82,87
