A,C,P,B,L,R,LA
1,2,66,8.94563,986,0.52,71
1,2,84,10.8786,479,0.78,72
1,2,90,13.3827,1150.8,0.44,73
1,3,60,10.8656,635,0.7,74
1,3,84,11.0714,797.2,0.62,75
1,3,87,9.29782,292.8,0.88,76
1,3,90,13.5225,301.6,0.88,77
1,4,84,9.34987,176.4,0.94,78
1,4,87,13.5193,726.2,0.66,79
1,4,90,15.7264,348.8,0.86,80
1,5,87,17.6139,617.6,0.72,81
1,5,90,19.8796,433.8,0.82,82
1,6,84,13.1411,409.2,0.82,83
1,6,87,17.6659,387.2,0.84,84
1,6,90,18.3768,290,0.9,85
1,7,87,15.759,425.6,0.82,86
1,8,78,9.35638,254,0.9,87
3,1,60,14.851,150,1,0
3,1,66,16.8035,150,1,1
3,1,78,18.7235,153.6,1,2
3,1,81,18.6649,150.2,1,3
3,1,87,19.0529,539.6,0.8,4
3,1,90,21.8156,577.2,0.8,5
3,2,60,12.8984,110,1,6
3,2,66,16.7417,120.2,1,7
3,2,78,18.6649,110.4,1,8
3,2,84,25.0033,111,1,9
3,2,87,19.188,120,1,10
3,2,90,28.782,200,1,11
3,3,60,18.9122,794.8,0.64,12
3,3,81,20.5817,100,1,13
3,3,84,20.121,307.2,0.92,14
3,3,87,23.9683,160.8,1,15
3,3,90,27.1288,488.4,0.84,16
3,4,81,18.9326,159.2,0.98,17
3,4,84,23.8414,639.2,0.74,18
3,4,87,32.8343,200.6,1,19
3,4,90,35.4107,220,1,20
3,5,87,35.4563,1054.4,0.52,21
3,5,90,42.8301,220,1,22
3,6,84,27.8539,1256,0.4,23
3,6,87,32.9978,726.2,0.7,24
3,6,90,42.0701,240.8,1,25
3,7,84,30.1562,171.8,1,26
3,7,87,33.5233,190.2,1,27
3,7,90,40.8057,402,0.94,28
3,8,78,23.6999,541.4,0.78,29
3,8,81,22.2183,283,0.94,30
3,8,84,31.0778,170,1,31
3,8,90,43.4326,402.4,0.94,32
2,1,60,14.1319,451,0.82,33
2,1,66,16.0714,490.8,0.8,34
2,1,78,18.115,797.6,0.64,35
2,1,81,17.9816,223.4,0.94,36
2,1,87,18.1484,120,1,37
2,1,90,20.7606,198.4,0.98,38
2,2,60,12.3876,172.4,0.96,39
2,2,66,16.0942,388.4,0.84,40
2,2,78,17.9719,924.8,0.56,41
2,2,84,24.294,312.8,0.88,42
2,2,87,18.5958,1011,0.52,43
2,2,90,27.6611,848.6,0.62,44
2,3,60,18.2289,359.4,0.86,45
2,3,84,19.0074,223.8,0.94,46
2,3,87,23.0206,299,0.9,47
2,3,90,25.8419,140,1,48
2,4,81,18.3208,310.6,0.88,49
2,4,84,23.0597,113.6,1,50
2,4,87,31.7264,401.2,0.86,51
2,4,90,34.2206,447,0.84,52
2,5,87,34.1816,195.2,0.96,53
2,5,90,41.3432,187.4,0.98,54
2,6,84,26.9355,100.6,1,55
2,6,87,31.9509,209.6,0.96,56
2,6,90,40.4619,160,1,57
2,7,84,29.1369,120.6,1,58
2,7,87,32.2551,140.4,1,59
2,7,90,39.0576,264.4,0.96,60
2,8,75,18.3021,128.2,0.98,61
2,8,78,22.84,740.2,0.66,62
2,8,81,21.3422,133.6,1,63
2,8,84,29.9992,396,0.86,64
2,8,90,41.6869,256.6,0.98,65
1,1,60,6.95081,1103,0.46,66
1,1,66,10.8233,1142,0.44,67
1,1,78,10.8917,479,0.78,68
1,1,81,8.95214,557,0.74,69
1,1,90,11.2601,331.6,0.86,70
1,2,66,8.94888,635,0.7,71
1,2,84,10.8233,674,0.68,72
1,2,90,13.3892,1305.2,0.36,73
1,3,60,10.9209,362,0.84,74
1,3,84,11.0714,797.2,0.62,75
1,3,87,9.30108,292.8,0.88,76
1,3,90,13.2363,1922.8,0.04,77
1,4,84,9.34337,176.4,0.94,78
1,4,87,13.516,726.2,0.66,79
1,4,90,15.7459,310.4,0.88,80
1,5,87,17.6432,848,0.6,81
1,5,90,19.8958,357.4,0.86,82
1,6,84,13.0858,448,0.8,83
1,6,87,17.6529,464,0.8,84
1,6,90,18.2955,480,0.8,85
1,7,87,15.7459,387.2,0.84,86
1,8,78,9.35963,215.2,0.92,87
3,1,60,14.851,150,1,0
3,1,66,16.7384,150,1,1
3,1,78,18.6682,150.8,1,2
3,1,81,18.7528,150.4,1,3
3,1,87,19.0985,543,0.8,4
3,1,90,21.7538,429.4,0.88,5
3,2,60,12.8984,110,1,6
3,2,66,16.8003,120,1,7
3,2,78,18.678,148.2,0.98,8
3,2,84,24.9643,110,1,9
3,2,87,19.3962,120,1,10
3,2,90,29.0455,1172,0.46,11
3,3,60,18.9122,794.8,0.64,12
3,3,81,20.5947,101,1,13
3,3,84,20.1763,271,0.94,14
3,3,87,23.9618,160.2,1,15
3,3,90,27.0995,524.2,0.82,16
3,4,81,18.8805,122,1,17
3,4,84,23.8414,639.2,0.74,18
3,4,87,32.8213,201,1,19
3,4,90,35.4238,220,1,20
3,5,87,35.4563,1054.4,0.52,21
3,5,90,42.5504,789.6,0.68,22
3,6,84,27.8539,1256,0.4,23
3,6,87,33.1344,216.8,0.98,24
3,6,90,42.0669,240.8,1,25
3,7,84,30.5401,280.6,0.94,26
3,7,87,33.5493,226.2,0.98,27
3,7,90,40.809,538,0.86,28
3,8,78,23.5925,167.4,0.98,29
3,8,81,22.1858,170.4,1,30
3,8,84,31.0843,170,1,31
3,8,90,43.4326,402.4,0.94,32
2,1,60,14.1904,752.6,0.66,33
2,1,66,16.1104,117.2,1,34
2,1,78,18.0988,306.2,0.9,35
2,1,81,18.0077,752.6,0.66,36
2,1,87,18.272,128,1,37
2,1,90,20.7606,197.6,0.98,38
2,2,60,12.329,130,0.98,39
2,2,66,16.0421,1539.6,0.24,40
2,2,78,17.9849,848,0.6,41
2,2,84,24.2907,469.6,0.8,42
2,2,87,18.5958,1011,0.52,43
2,2,90,27.7066,776.6,0.66,44
2,3,60,18.2386,208.6,0.94,45
2,3,84,19.0041,223.4,0.94,46
2,3,87,23.0694,185.6,0.96,47
2,3,90,25.8322,141.2,1,48
2,4,81,18.3989,81,1,49
2,4,84,23.0597,114.2,1,50
2,4,87,31.7394,289.6,0.92,51
2,4,90,34.2662,631.4,0.74,52
2,5,87,34.1621,233.2,0.94,53
2,5,90,40.8487,1556.8,0.24,54
2,6,84,27.0266,100,1,55
2,6,87,31.9411,134.8,1,56
2,6,90,40.4522,198.4,0.98,57
2,7,84,29.1077,383.2,0.86,58
2,7,87,32.2486,177.2,0.98,59
2,7,90,38.9015,588.6,0.78,60
2,8,75,18.3054,90,1,61
2,8,78,22.84,740.2,0.66,62
2,8,81,21.3357,132.6,1,63
2,8,84,29.9992,395,0.86,64
2,8,90,41.6739,255.6,0.98,65
1,1,60,7.05166,479,0.78,66
1,1,66,10.8884,479,0.78,67
1,1,78,10.8949,401,0.82,68
1,1,81,8.90659,635,0.7,69
1,1,90,11.2829,137.6,0.96,70
1,2,66,8.9196,713,0.66,71
1,2,84,10.6216,1415,0.3,72
1,2,90,13.3924,1266.6,0.38,73
1,3,60,10.8884,596,0.72,74
1,3,84,11.0714,797.2,0.62,75
1,3,87,9.31084,254,0.9,76
1,3,90,13.5225,301.6,0.88,77
1,4,84,9.33361,215.2,0.92,78
1,4,87,13.516,533.2,0.76,79
1,4,90,15.6906,425.6,0.82,80
1,5,87,17.6139,617.6,0.72,81
1,5,90,19.8633,548.4,0.76,82
1,6,84,13.1508,370.4,0.84,83
1,6,87,17.6822,348.8,0.86,84
1,6,90,18.3833,214,0.94,85
1,7,87,15.7557,233.6,0.92,86
1,8,78,9.36939,176.4,0.94,87
3,1,60,14.8217,150,1,0
3,1,66,16.7547,150.8,1,1
3,1,78,18.6747,150,1,2
3,1,81,18.6617,150.2,1,3
3,1,87,19.0334,499.8,0.82,4
3,1,90,21.7961,539.4,0.82,5
3,2,60,12.8984,110,1,6
3,2,66,16.771,157.6,0.98,7
3,2,78,18.6584,110,1,8
3,2,84,24.9643,110.4,1,9
3,2,87,19.5296,684,0.7,10
3,2,90,29.0455,1172,0.46,11
3,3,60,18.7593,189,0.96,12
3,3,81,20.6175,102.2,1,13
3,3,84,20.1925,271.6,0.94,14
3,3,87,23.9618,161.2,1,15
3,3,90,27.0735,668.2,0.74,16
3,4,81,18.8903,122,1,17
3,4,84,23.8414,639.2,0.74,18
3,4,87,32.8571,237.4,0.98,19
3,4,90,35.5734,220,1,20
3,5,87,35.5441,183,1,21
3,5,90,42.5504,789.6,0.68,22
3,6,84,27.8539,1256,0.4,23
3,6,87,33.1344,216.8,0.98,24
3,6,90,42.0538,240,1,25
3,7,84,30.6442,1049.4,0.52,26
3,7,87,33.5428,190,1,27
3,7,90,40.8057,572,0.84,28
3,8,78,23.6999,541.4,0.78,29
3,8,81,22.2183,283,0.94,30
3,8,84,31.1819,829.4,0.64,31
3,8,90,43.4326,402.4,0.94,32
2,1,60,14.1351,223.4,0.94,33
2,1,66,16.0812,117.2,1,34
2,1,78,18.0955,310.6,0.9,35
2,1,81,17.9589,147.8,0.98,36
2,1,87,18.1451,160.4,0.98,37
2,1,90,20.8485,284.8,0.94,38
2,2,60,12.2379,664.4,0.7,39
2,2,66,16.0942,388.4,0.84,40
2,2,78,17.8971,1232,0.4,41
2,2,84,24.4046,739.2,0.66,42
2,2,87,18.5958,1011,0.52,43
2,2,90,27.6155,1072.4,0.5,44
2,3,60,18.2126,360,0.86,45
2,3,84,19.0236,110,1,46
2,3,87,23.076,185.6,0.96,47
2,3,90,25.8224,177.2,0.98,48
2,4,81,18.1321,1193.6,0.42,49
2,4,84,23.0922,154.4,0.98,50
2,4,87,31.7622,252,0.94,51
2,4,90,34.2434,557,0.78,52
2,5,87,34.2304,571.2,0.76,53
2,5,90,41.3432,187.4,0.98,54
2,6,84,27.0396,101.2,1,55
2,6,87,31.9313,171.8,0.98,56
2,6,90,40.3903,345.6,0.9,57
2,7,84,29.1207,232.8,0.94,58
2,7,87,31.9395,1963,0.02,59
2,7,90,38.9828,445.4,0.86,60
2,8,75,18.3119,90.4,1,61
2,8,78,22.84,740.2,0.66,62
2,8,81,21.3097,131.8,1,63
2,8,84,30.0187,283.6,0.92,64
2,8,90,41.6967,259.6,0.98,65
1,1,60,7.0419,518,0.76,66
1,1,66,10.8298,674,0.68,67
1,1,78,10.8038,713,0.66,68
1,1,81,9.00093,869,0.58,69
1,1,90,11.2016,991.2,0.52,70
1,2,66,8.90009,830,0.6,71
1,2,84,10.8233,674,0.68,72
1,2,90,13.3762,1382.4,0.32,73
1,3,60,10.8786,635,0.7,74
1,3,84,11.0714,797.2,0.62,75
1,3,87,9.28481,758.4,0.64,76
1,3,90,13.2363,1922.8,0.04,77
1,4,84,9.34011,215.2,0.92,78
1,4,87,13.5128,571.8,0.74,79
1,4,90,15.5963,848,0.6,80
1,5,87,17.6432,848,0.6,81
1,5,90,19.9056,433.8,0.82,82
1,6,84,13.102,486.8,0.78,83
1,6,87,17.6855,272,0.9,84
1,6,90,18.3866,252,0.92,85
1,7,87,15.6549,579.2,0.74,86
1,8,78,9.37265,98.8,0.98,87
3,1,60,15.5244,305,0.94,0
3,1,66,16.7515,156,1,1
3,1,78,18.6682,156.6,1,2
3,1,81,18.7007,225.4,0.96,3
3,1,87,18.848,160.8,1,4
3,1,90,21.6497,210.4,1,5
3,2,60,12.9798,111.8,1,6
3,2,66,16.7645,120,1,7
3,2,78,18.6877,111,1,8
3,2,84,24.961,110.4,1,9
3,2,87,19.2075,120,1,10
3,2,90,28.782,200,1,11
3,3,60,18.9024,115.4,1,12
3,3,81,20.7541,100.8,1,13
3,3,84,19.8997,160.4,1,14
3,3,87,24.0139,160.6,1,15
3,3,90,26.9466,201,1,16
3,4,81,18.887,120.6,1,17
3,4,84,23.9228,160.4,1,18
3,4,87,32.8668,204.2,1,19
3,4,90,35.414,220.2,1,20
3,5,87,35.4986,180.6,1,21
3,5,90,42.7781,220,1,22
3,6,84,27.7855,140.4,1,23
3,6,87,33.1702,180,1,24
3,6,90,42.0636,240,1,25
3,7,84,30.1822,170,1,26
3,7,87,33.5168,190,1,27
3,7,90,40.4869,260,1,28
3,8,78,23.56,130,1,29
3,8,81,22.1858,171.2,1,30
3,8,84,31.0713,170,1,31
3,8,90,43.4456,300,1,32
2,1,60,14.4637,133.2,1,33
2,1,66,16.0324,150.6,0.98,34
2,1,78,17.9556,113.2,1,35
2,1,81,17.9751,378.6,0.86,36
2,1,87,18.1549,123.2,1,37
2,1,90,20.7444,160,1,38
2,2,60,11.9907,1503.8,0.26,39
2,2,66,16.0584,389.6,0.84,40
2,2,78,17.9589,224.8,0.92,41
2,2,84,24.2712,158.4,0.96,42
2,2,87,18.5763,173.6,0.96,43
2,2,90,27.7652,330.8,0.9,44
2,3,60,17.9524,70,1,45
2,3,84,18.9976,110,1,46
2,3,87,23.0141,185.6,0.96,47
2,3,90,25.8257,141.2,1,48
2,4,81,18.1419,118.4,0.98,49
2,4,84,23.0597,114.2,1,50
2,4,87,31.7654,140.6,1,51
2,4,90,34.4679,180,1,52
2,5,87,34.1556,796.8,0.64,53
2,5,90,41.8214,190,1,54
2,6,84,26.8704,101.2,1,55
2,6,87,32.081,148.8,1,56
2,6,90,40.5237,233.6,0.96,57
2,7,84,29.1434,271,0.92,58
2,7,87,32.2844,141.2,1,59
2,7,90,38.895,190,1,60
2,8,75,18.3509,92.4,1,61
2,8,78,22.6904,128.6,0.98,62
2,8,81,21.2772,167.4,0.98,63
2,8,84,30.0122,169.6,0.98,64
2,8,90,41.6869,220,1,65
1,1,60,7.0972,167,0.94,66
1,1,66,10.8201,1610,0.2,67
1,1,78,10.9274,245,0.9,68
1,1,81,9.00744,284,0.88,69
1,1,90,11.2829,137.6,0.96,70
1,2,66,8.9196,830,0.6,71
1,2,84,10.8917,362,0.84,72
1,2,90,13.5291,263,0.9,73
1,3,60,10.947,206,0.92,74
1,3,84,11.2438,525.6,0.76,75
1,3,87,8.89443,1534.4,0.24,76
1,3,90,13.5551,185.8,0.94,77
1,4,84,9.3759,60,1,78
1,4,87,13.5551,70,1,79
1,4,90,15.7492,233.6,0.92,80
1,5,87,17.718,118.4,0.98,81
1,5,90,19.9284,281,0.9,82
1,6,84,13.2159,98.8,0.98,83
1,6,87,17.7278,118.4,0.98,84
1,6,90,18.3768,176,0.96,85
1,7,87,15.8143,80,1,86
1,8,78,9.3759,60,1,87
