A,C,P,B,L,R,LA
2,1,90,20.7444,160.4,1,38
2,2,60,12.2965,321.2,0.88,39
2,2,66,16.0909,388.4,0.84,40
2,2,78,18.0142,303.6,0.88,41
2,2,84,24.2842,162.8,0.96,42
2,2,87,18.6511,1010.4,0.52,43
2,2,90,27.4464,1109,0.48,44
2,3,60,18.0695,269.6,0.9,45
2,3,84,19.0855,525.8,0.78,46
2,3,87,23.0337,110.6,1,47
2,3,90,25.959,177.2,0.98,48
2,4,81,18.1354,80,1,49
2,4,84,23.0987,117.8,1,50
2,4,87,31.7654,140,1,51
2,4,90,34.2304,193,0.98,52
2,5,87,34.2044,197.6,0.96,53
2,5,90,41.3399,150,1,54
2,6,84,26.8769,101.2,1,55
2,6,87,31.9541,172.6,0.98,56
2,6,90,40.4522,200,0.98,57
2,7,84,29.1597,121.2,1,58
2,7,87,32.2258,251.8,0.94,59
2,7,90,38.895,266.6,0.96,60
2,8,75,18.3444,167.6,0.96,61
2,8,78,22.6709,778,0.64,62
2,8,81,21.635,132.4,1,63
2,8,84,30.061,135.2,1,64
2,8,90,41.2608,1254,0.42,65
1,1,60,7.0972,635,0.7,66
1,1,66,10.7453,1493,0.26,67
1,1,78,10.9437,128,0.96,68
1,1,81,9.02696,440,0.8,69
1,1,90,11.2764,215.2,0.92,70
1,2,66,8.97816,362,0.84,71
1,2,84,10.947,518,0.76,72
1,2,90,13.5193,687.6,0.68,73
1,3,60,10.947,245,0.9,74
1,3,84,11.2829,137.6,0.96,75
1,3,87,9.32385,370.4,0.84,76
1,3,90,13.5225,378.8,0.84,77
1,4,84,9.11239,1146.4,0.44,78
1,4,87,13.477,649,0.7,79
1,4,90,15.8012,118.4,0.98,80
1,5,87,17.6692,425.6,0.82,81
1,5,90,19.9284,1006.8,0.52,82
1,6,84,13.2061,176.4,0.94,83
1,6,87,17.679,310.4,0.88,84
1,6,90,18.3573,480,0.8,85
1,7,87,15.3783,1769.6,0.12,86
1,8,78,9.36939,137.6,0.96,87
3,1,60,14.838,151.4,1,0
3,1,66,16.758,150.2,1,1
3,1,78,18.6617,150,1,2
3,1,81,18.6552,187,0.98,3
3,1,87,19.0952,877.8,0.62,4
3,1,90,21.6465,211.4,1,5
3,2,60,12.9895,116,1,6
3,2,66,16.7417,157.6,0.98,7
3,2,78,18.6682,110.2,1,8
3,2,84,24.9545,110.2,1,9
3,2,87,19.1913,120,1,10
3,2,90,29.2732,220,1,11
3,3,60,18.6682,110.6,1,12
3,3,81,20.611,784,0.64,13
3,3,84,19.9258,160.4,1,14
3,3,87,24.2253,160.2,1,15
3,3,90,26.8815,200,1,16
3,4,81,18.8773,122,1,17
3,4,84,23.9455,161.2,1,18
3,4,87,32.8636,273.8,0.96,19
3,4,90,35.4075,255.6,0.98,20
3,5,87,35.4628,181.4,1,21
3,5,90,42.7325,469.2,0.86,22
3,6,84,27.7465,140,1,23
3,6,87,33.1572,180.6,1,24
3,6,90,42.3011,768.4,0.7,25
3,7,84,30.3481,281.2,0.94,26
3,7,87,33.5168,226.2,0.98,27
3,7,90,40.6268,294.8,0.98,28
3,8,78,23.586,131,1,29
3,8,81,22.189,171.2,1,30
3,8,84,31.1136,170,1,31
3,8,90,43.4782,301.4,1,32
2,1,60,14.1872,115.6,1,33
2,1,66,16.0389,110,1,34
2,1,78,18.0434,121.6,1,35
2,1,81,18.0142,526.6,0.78,36
2,1,87,18.1939,128,1,37
2,1,90,20.7639,162.4,1,38
2,2,60,12.29,239.6,0.92,39
2,2,66,16.0844,234.8,0.92,40
2,2,78,18.0044,573.2,0.74,41
2,2,84,24.2907,123.6,0.98,42
2,2,87,18.8625,173,0.96,43
2,2,90,27.6838,773.6,0.66,44
2,3,60,18.0142,188.8,0.94,45
2,3,84,19.0855,525.8,0.78,46
2,3,87,23.0304,224,0.94,47
2,3,90,25.9298,400.4,0.86,48
2,4,81,18.1354,80.4,1,49
2,4,84,23.089,155,0.98,50
2,4,87,31.7524,215,0.96,51
2,4,90,34.2239,230,0.96,52
2,5,87,34.2434,318,0.9,53
2,5,90,41.3757,153.2,1,54
2,6,84,26.8867,101.8,1,55
2,6,87,31.9411,134.8,1,56
2,6,90,39.8828,1817,0.1,57
2,7,84,29.15,121.2,1,58
2,7,87,32.2616,140.4,1,59
2,7,90,39.0413,530,0.84,60
2,8,75,18.3054,90,1,61
2,8,78,22.6709,778,0.64,62
2,8,81,21.6318,132.4,1,63
2,8,84,30.0675,134.8,1,64
2,8,90,41.2608,1254,0.42,65
1,1,60,7.08744,752,0.64,66
1,1,66,10.7453,1493,0.26,67
1,1,78,10.7485,908,0.56,68
1,1,81,9.02696,323,0.86,69
1,1,90,11.2764,137.6,0.96,70
1,2,66,8.84153,947,0.54,71
1,2,84,10.9405,245,0.9,72
1,2,90,13.49,378.8,0.84,73
1,3,60,10.8494,830,0.6,74
1,3,84,11.2113,836,0.6,75
1,3,87,9.37265,137.6,0.96,76
1,3,90,13.4705,456,0.8,77
1,4,84,9.11239,1146.4,0.44,78
1,4,87,13.0769,1922.8,0.04,79
1,4,90,15.8143,80,1,80
1,5,87,17.5423,809.6,0.62,81
1,5,90,19.9381,281,0.9,82
1,6,84,13.2061,254,0.9,83
1,6,87,17.6855,348.8,0.86,84
1,6,90,18.3801,252,0.92,85
1,7,87,15.6939,502.4,0.78,86
1,8,78,8.89443,1495.6,0.26,87
3,1,60,14.9323,158.2,1,0
3,1,66,16.7449,151.2,1,1
3,1,78,18.6812,150.6,1,2
3,1,81,18.6584,150,1,3
3,1,87,19.157,226.2,0.98,4
3,1,90,21.6335,210.2,1,5
3,2,60,12.9277,111.8,1,6
3,2,66,16.7384,120,1,7
3,2,78,18.6682,110,1,8
3,2,84,25.0001,111.4,1,9
3,2,87,19.1913,120,1,10
3,2,90,29.3123,220,1,11
3,3,60,18.6812,148.4,0.98,12
3,3,81,20.5849,138.2,0.98,13
3,3,84,19.9713,270.4,0.94,14
3,3,87,24.209,196.8,0.98,15
3,3,90,26.901,200.2,1,16
3,4,81,18.8512,121,1,17
3,4,84,23.9358,161.6,1,18
3,4,87,32.8311,201.2,1,19
3,4,90,35.4172,256.2,0.98,20
3,5,87,35.4953,181.8,1,21
3,5,90,42.7325,469.2,0.86,22
3,6,84,27.8246,140.6,1,23
3,6,87,33.1507,180,1,24
3,6,90,42.3011,768.4,0.7,25
3,7,84,30.4034,207.8,0.98,26
3,7,87,33.5721,190.8,1,27
3,7,90,40.5259,816.8,0.68,28
3,8,78,23.5502,130,1,29
3,8,81,22.2053,170.4,1,30
3,8,84,31.1103,171,1,31
3,8,90,43.4619,300,1,32
2,1,60,14.2588,278,0.92,33
2,1,66,16.0389,110.8,1,34
2,1,78,17.9524,114.8,1,35
2,1,81,18.0369,837,0.62,36
2,1,87,18.0215,1586.4,0.22,37
2,1,90,20.7574,197.6,0.98,38
2,2,60,12.3518,318.8,0.88,39
2,2,66,15.9283,964,0.54,40
2,2,78,17.9881,805.4,0.62,41
2,2,84,23.9719,1732,0.14,42
2,2,87,18.8528,133,0.98,43
2,2,90,27.4464,1109,0.48,44
2,3,60,18.05,231,0.92,45
2,3,84,19.0855,525.8,0.78,46
2,3,87,23.0206,110.6,1,47
2,3,90,25.8224,214.4,0.96,48
2,4,81,18.1289,80.2,1,49
2,4,84,23.0727,115.4,1,50
2,4,87,31.7654,214.4,0.96,51
2,4,90,34.2272,155.4,1,52
2,5,87,34.1881,458.4,0.82,53
2,5,90,41.3627,150.8,1,54
2,6,84,26.8704,101.2,1,55
2,6,87,31.9444,134.4,1,56
2,6,90,40.4522,200,0.98,57
2,7,84,29.163,121.2,1,58
2,7,87,32.2128,363.4,0.88,59
2,7,90,39.0153,530,0.84,60
2,8,75,18.3087,205,0.94,61
2,8,78,22.6709,778,0.64,62
2,8,81,21.622,131.8,1,63
2,8,84,30.0838,176.8,0.98,64
2,8,90,41.2608,1254,0.42,65
1,1,60,7.11672,245,0.9,66
1,1,66,10.7453,1493,0.26,67
1,1,78,10.9274,167,0.94,68
1,1,81,9.02696,89,0.98,69
1,1,90,11.1658,1650.8,0.18,70
1,2,66,8.98142,362,0.84,71
1,2,84,10.9405,245,0.9,72
1,2,90,13.5551,185.8,0.94,73
1,3,60,10.947,245,0.9,74
1,3,84,11.2341,370.4,0.84,75
1,3,87,9.32385,370.4,0.84,76
1,3,90,13.503,378.8,0.84,77
1,4,84,9.11239,1146.4,0.44,78
1,4,87,13.5551,185.8,0.94,79
1,4,90,15.7882,156.8,0.96,80
1,5,87,17.3471,1116.8,0.46,81
1,5,90,19.9284,1006.8,0.52,82
1,6,84,13.2159,176.4,0.94,83
1,6,87,17.6952,272,0.9,84
1,6,90,18.2923,480,0.8,85
1,7,87,15.3783,1769.6,0.12,86
1,8,78,9.36614,215.2,0.92,87
3,1,60,14.9323,158.2,1,0
3,1,66,16.9369,152.4,1,1
3,1,78,18.5413,1778,0.12,2
3,1,81,18.6357,1408,0.32,3
3,1,87,19.0822,161.2,1,4
3,1,90,21.64,210.6,1,5
3,2,60,13.3962,235.2,0.94,6
3,2,66,16.6408,1323.6,0.36,7
3,2,78,18.9903,148,0.98,8
3,2,84,25.1237,111,1,9
3,2,87,19.3149,120,1,10
3,2,90,28.7983,200.6,1,11
3,3,60,18.7398,114.8,1,12
3,3,81,20.7053,100,1,13
3,3,84,19.9193,161,1,14
3,3,87,24.0399,160.8,1,15
3,3,90,26.862,200,1,16
3,4,81,18.8773,120.4,1,17
3,4,84,23.9228,160.4,1,18
3,4,87,32.8343,200.4,1,19
3,4,90,35.6873,243.8,1,20
3,5,87,35.44,180,1,21
3,5,90,42.7846,220,1,22
3,6,84,27.7563,140.2,1,23
3,6,87,33.154,180,1,24
3,6,90,42.0766,240,1,25
3,7,84,30.0521,170,1,26
3,7,87,33.6632,190,1,27
3,7,90,40.4999,260,1,28
3,8,78,23.6088,130.6,1,29
3,8,81,22.2509,170.8,1,30
3,8,84,31.0973,171.2,1,31
3,8,90,43.6083,300,1,32
2,1,60,14.558,257,0.94,33
2,1,66,16.0291,266.4,0.92,34
2,1,78,18.076,1020.4,0.52,35
2,1,81,17.9816,111.6,1,36
2,1,87,18.1809,122.4,1,37
2,1,90,20.933,272.8,0.94,38
2,2,60,11.9158,1961.6,0.02,39
2,2,66,16.0584,234.8,0.92,40
2,2,78,18.0532,501.4,0.78,41
2,2,84,24.2614,197.6,0.94,42
2,2,87,18.5535,743,0.66,43
2,2,90,27.7522,555.8,0.78,44
2,3,60,18.2582,898,0.58,45
2,3,84,19.0139,110,1,46
2,3,87,23.0141,186.2,0.96,47
2,3,90,25.9428,289.4,0.92,48
2,4,81,18.2395,80,1,49
2,4,84,23.0337,188,0.96,50
2,4,87,31.7524,140.6,1,51
2,4,90,34.1849,188,0.98,52
2,5,87,34.1979,157.6,0.98,53
2,5,90,41.3757,153.2,1,54
2,6,84,26.8704,100,1,55
2,6,87,32.0159,131.4,1,56
2,6,90,40.4912,165.2,1,57
2,7,84,29.1597,233.2,0.94,58
2,7,87,32.2551,140,1,59
2,7,90,38.934,194.2,1,60
2,8,75,18.39,168.2,0.96,61
2,8,78,22.6969,129.8,0.98,62
2,8,81,21.4073,136.6,1,63
2,8,84,30.0154,131.2,1,64
2,8,90,41.6902,220,1,65
1,1,60,7.11672,245,0.9,66
1,1,66,10.8103,1610,0.2,67
1,1,78,10.7973,1727,0.14,68
1,1,81,9.00744,245,0.9,69
1,1,90,11.2699,292.8,0.88,70
1,2,66,9.01069,401,0.82,71
1,2,84,10.947,167,0.94,72
1,2,90,13.5323,649,0.7,73
1,3,60,10.8851,479,0.78,74
1,3,84,11.2894,215.2,0.92,75
1,3,87,9.36939,292.8,0.88,76
1,3,90,13.5421,378.8,0.84,77
1,4,84,9.3759,758.4,0.64,78
1,4,87,13.5551,70,1,79
1,4,90,15.8143,464,0.8,80
1,5,87,17.5749,502.4,0.78,81
1,5,90,19.9739,204.6,0.94,82
1,6,84,13.1899,254,0.9,83
1,6,87,17.6952,272,0.9,84
1,6,90,18.3606,290,0.9,85
1,7,87,15.7752,310.4,0.88,86
1,8,78,9.36289,331.6,0.86,87
